Virksomhedsnr.;Hvordan ser du mulighederne for at låne penge til din virksomhed? (fiktivt spørgsmål);Antal ansatte Cvr-nr.;Etableringsdato;Branchekode primær;Branchebetegnelse primær;Overført resultat 2021 (1.000 kr);Overført resultat 2020 (1.000 kr);Overført resultat 2019 (1.000 kr);Overført resultat 2018 (1.000 kr);Overført resultat 2017 (1.000 kr);Overført resultat 2016 (1.000 kr);Likvider 2021 (1.000 kr);Likvider 2020 (1.000 kr);Likvider 2019 (1.000 kr);Likvider 2018 (1.000 kr);Likvider 2017 (1.000 kr);Likvider 2016 (1.000 kr);Egenkapital 2021 (1.000 kr);Egenkapital 2020 (1.000 kr);Egenkapital 2019 (1.000 kr);Egenkapital 2018 (1.000 kr);Egenkapital 2017 (1.000 kr);Egenkapital 2016 (1.000 kr);Langfristet gæld 2021 (1.000 kr);Langfristet gæld 2020 (1.000 kr);Langfristet gæld 2019 (1.000 kr);Langfristet gæld 2018 (1.000 kr);Langfristet gæld 2017 (1.000 kr);Langfristet gæld 2016 (1.000 kr);Kortfristet gæld 2021 (1.000 kr);Kortfristet gæld 2020 (1.000 kr);Kortfristet gæld 2019 (1.000 kr);Kortfristet gæld 2018 (1.000 kr);Kortfristet gæld 2017 (1.000 kr);Kortfristet gæld 2016 (1.000 kr);Balance 2021 (1.000 kr);Balance 2020 (1.000 kr);Balance 2019 (1.000 kr);Balance 2018 (1.000 kr);Balance 2017 (1.000 kr);Balance 2016 (1.000 kr);Afkastningsgrad 2021 (%);Afkastningsgrad 2020 (%);Afkastningsgrad 2019 (%);Afkastningsgrad 2018 (%);Afkastningsgrad 2017 (%);Afkastningsgrad 2016 (%);Likviditetsgrad 2021 (%);Likviditetsgrad 2020 (%);Likviditetsgrad 2019 (%);Likviditetsgrad 2018 (%);Likviditetsgrad 2017 (%);Likviditetsgrad 2016 (%);Soliditetsgrad 2021 (%);Soliditetsgrad 2020 (%);Soliditetsgrad 2019 (%);Soliditetsgrad 2018 (%);Soliditetsgrad 2017 (%);Soliditetsgrad 2016 (%);Egenkapital forrentning 2021 (%);Egenkapital forrentning 2020 (%);Egenkapital forrentning 2019 (%);Egenkapital forrentning 2018 (%);Egenkapital forrentning 2017 (%);Egenkapital forrentning 2016 (%)
2930;Gode;11;30-12-2008;222100;Fremstilling af plader, ark, rør og slanger samt profiler af plast;;11183;9034;9960;11437;9329;;304;126;1241;2934;737;;13886;12090;13163;13937;11829;;1640;5238;5796;80;159;;8039;12931;12045;9108;2928;;24354;30542;31139;23362;15184;;10,14;-1,49;4,5;22,88;35,46;;181,65;126,49;132,66;207,73;372,23;;57,02;39,58;42,27;59,66;77,9;;12,93;;9,31;29,48;34,91
2941;Gode;11;05-05-2009;412000;Opførelse af bygninger;;2808;3310;3699;5326;3183;;8582;3472;6994;5117;2936;;11933;6435;13824;11451;7308;;2409;2432;2419;2310;1231;;8128;9130;8177;6143;4027;;24576;18028;24440;19980;12652;;44,74;61,6;42,54;51,47;45,93;;294,22;182,63;279,64;290,8;299,23;;48,56;35,69;56,56;57,31;57,76;;71,21;133,8;60,57;71,11;62,78
2961;Gode;11;28-11-2006;259400;Fremstilling af lukkeanordninger, bolte, skruer og møtrikker;;11598;10610;9098;8298;6764;;;;;;0;;13598;12610;11098;11298;11764;;399;105;;;;;9919;9720;11090;6664;5714;;24944;23588;23133;18948;18458;;5,95;9,5;5,64;17,81;18,98;;148,76;135,79;114,68;161,48;195,08;;54,51;53,46;47,97;59,63;63,73;;7,27;11,99;7,21;22,43;22,46
3076;Gode;11;31-08-2005;522990;Andre tjenesteydelser i forbindelse med transport;;1199;2413;1204;1196;1186;;4143;2015;1419;283;971;;11699;7413;8304;6396;7486;;455;213;;;;;15554;8685;8134;9027;8483;;27708;16310;16438;15423;15969;;40,87;27,34;32,36;27,93;20,78;;174,86;181,81;198,78;167,61;184,77;;42,22;45,45;50,52;41,47;46,88;;75,1;77,01;79,58;73,64;79,07
3187; Gode;11;29-06-2004;222900;Fremstilling af andre plastprodukter;;8166;6963;8330;5454;3473;;;;;0;185;;10530;9693;11370;8815;4273;;9467;8432;6494;6473;5944;;9081;9556;5941;5247;6137;;30799;29163;25758;22352;17085;;4,98;-6,24;14,48;11,01;12,08;;118,72;88,19;136,73;92,91;110,92;;34,19;33,24;44,14;39,44;25,01;;7,96;;22,47;18,84;25,84
3208; Gode;11;04-05-2009;251100;Fremstilling af metalkonstruktioner og dele heraf;;16952;8793;9395;3812;2711;;11713;2715;6898;6715;6020;;17452;9293;9895;5312;8211;;0;207;;;;;14105;8788;7805;15514;9403;;31558;18287;17700;20826;17614;;33,62;-4;40,93;13,71;36,66;;215,27;193,9;211,25;127,94;181,2;;55,3;50,82;55,9;25,51;46,62;;46,75;;56,42;39,55;62,16
3302;Neutrale;11;31-07-1974;222900;Fremstilling af andre plastprodukter;12347;11959;11316;11048;11307;10317;6462;3239;2255;2304;149;77;18472;16584;14941;14673;12932;12442;13464;15453;14551;15799;11709;11506;5311;2912;2424;3194;5169;3349;38078;35817;32603;34310;30447;27993;20,43;18,33;13,69;11,57;9,52;16,82;290,21;410,47;392,78;309,36;139,29;226,25;48,51;46,3;45,83;42,77;42,47;44,45;31,88;28;21,87;18,69;15,39;27,09
3338;Gode;11;23-12-1976;466900;Engroshandel med andre maskiner og andet udstyr;;19970;18885;15249;13793;13472;;8889;4282;1286;2807;4374;;26932;22540;16226;14293;13972;;1454;1767;2078;2385;4205;;8268;9579;14114;16389;12882;;37479;34935;33475;34137;31602;;26,85;24,52;9,49;25,48;10,08;;344,79;274,79;170,62;148,5;163,89;;71,86;64,52;48,47;41,87;44,21;;27,45;28,01;11,92;44,22;14,44
3430;Gode;11;10-04-2007;110100;Destillation, rektifikation og blanding af alkohol;;163;139;188;195;173;;20120;18701;9507;17843;9787;;3663;8639;11388;13445;6423;;;;;;;;38048;36238;29936;37724;32466;;41711;44877;41324;51168;38949;;10,7;23,95;34,92;33,37;20,85;;108,03;121,21;132,53;131,23;112,11;;8,78;19,25;27,56;26,28;16,49;;82,56;92,04;93,9;94,99;90,16
3510;Gode;11;23-02-1989;102020;Forarbejdning og konservering af fisk, krebsdyr og bløddyr, undtagen fiskemel;;32549;29244;24712;34659;28161;;17055;10939;25454;17264;6190;;38013;34567;44751;38888;32205;;;;;1576;1202;;9259;7881;8256;7173;6018;;47272;42447;53007;47637;39424;;8,63;13,85;14,11;17,62;15,58;;397,11;413,07;524,32;511,04;456,73;;80,41;81,44;84,42;81,63;81,69;;9,07;13,93;13,1;17,19;15,82
3737; Gode;11;24-09-1984;592000;Indspilning af lydoptagelser og udgivelse af musik;;19669;18465;14945;14177;12190;;7276;7482;6828;6695;4341;;29169;27965;25188;24260;22292;;22426;176;;;;;14825;8836;7359;8410;9085;;69294;40019;34811;34734;33493;;4,3;8,67;2,78;6,89;15,09;;335,47;251,35;248,74;224,02;210,48;;42,09;69,88;72,36;69,85;66,56;;6;9,93;3,69;8,11;18,12
4197;Gode;11;30-10-2009;104100;Fremstilling af olier og fedtstoffer;;89418;69972;54851;39782;492;;;0;30;31;33;;114418;94972;79851;64782;25492;;965;;;;;;137105;184102;7546;6228;1116;;252489;279074;87397;71009;26608;;10,08;7,18;22,2;58,73;57,1;;170,5;147,86;1047,73;948,06;1085,48;;45,32;34,03;91,37;91,23;95,81;;17;15,92;18,87;60,65;79,64
4482; Gode;11;24-04-2003;181200;Anden trykning;;;1900;1029;892;300;;;1575;954;1790;1862;;;2775;1904;1767;1175;;;0;70;140;210;;;3366;4447;4768;4808;;;6141;6421;6675;6193;;;14,36;2,63;12,39;14,1;;;161,5;127,66;124,06;110,59;;;45,19;29,65;26,47;18,97;;;31,39;7,2;33,5;58,55
80;Neutrale;10;26-06-2007;439990;Anden bygge- og anlægsvirksomhed, som kræver specialisering;;32;11;8;-80;-615;;33;;;;;;157;136;133;45;-490;;;;;;0;;1563;1786;1503;1540;1415;;1761;1955;1650;1587;925;;4,54;5,47;9,45;47,89;66,27;;86,95;81,63;76,71;80,97;58,52;;8,92;6,96;8,06;2,84;-52,97;;13,38;2,21;65,41;200;
161;Neutrale;10;10-06-1998;107120;Fremstilling af friske bageriprodukter;;945;739;673;668;792;;865;736;521;213;368;;1183;974;906;899;1021;;0;20;;0;125;;1005;557;728;660;848;;2187;1552;1634;1559;1993;;19,34;15,34;9,55;-0,58;-5,42;;176,12;203,41;128,57;100,61;92,1;;54,09;62,76;55,45;57,67;51,23;;26,97;18,17;12,47;;
184;Neutrale;10;27-09-2007;432200;VVS- og blikkenslagerforretninger;;265;156;232;190;126;;83;;;;;;503;281;357;315;354;;;;;;;;1711;1258;1393;1796;1352;;2269;1571;1799;2160;1738;;13,75;-3,06;6,5;6,62;24,11;;110,75;105,64;115,22;109,91;113,68;;22,17;17,89;19,84;14,58;20,37;;44,14;;11,76;20,32;80,51
247;Dårlige;10;23-04-2002;433300;Udførelse af gulvbelægninger og vægbeklædning;;342;342;316;289;275;;1419;52;639;162;137;;1233;998;1266;1189;1075;;;;;;;;1293;491;707;650;704;;2526;1489;1973;1839;1780;;19,4;16,59;31,32;28,71;27,58;;194,28;258,04;260,68;266,92;246,59;;48,81;67,02;64,17;64,65;60,39;;30,41;18,24;37,68;34,82;35,63
284;Dårlige;10;01-09-2004;433200;Tømrer- og bygningssnedkervirksomhed;;589;329;1;18;-81;;484;487;;0;0;;827;564;234;196;44;;;;;;;;1854;1036;1192;1391;963;;2680;1600;1426;1587;1006;;18,81;37,81;11,22;14,05;25,65;;142,61;150,97;119,63;114,09;104,47;;30,86;35,25;16,41;12,35;4,37;;45,1;77,66;38,89;78,06;165,91
323;Neutrale;10;22-12-1982;433900;Anden bygningsfærdiggørelse;;285;254;218;1642;1731;;712;301;689;865;841;;761;780;1544;1768;1857;;335;;;;;;1726;2058;1564;888;897;;2823;2837;3108;2656;2754;;18,14;16,11;-7,27;-3,95;-6,57;;132,68;114,14;165,35;236,15;240,47;;26,96;27,49;49,68;66,57;67,43;;50,07;56,03;;;
332;Neutrale;10;01-05-1991;433410;Malerforretninger;;340;143;141;107;81;;930;641;322;429;14;;940;693;741;657;681;;253;0;10;0;28;;1646;985;1186;1162;1665;;2840;1679;1938;1820;2376;;13,63;4,29;9,13;8,02;15,95;;166,59;157,46;137,61;126,51;115,92;;33,1;41,27;38,24;36,1;28,66;;31,7;7,5;18,08;11,57;42,14
353;Neutrale;10;20-09-2007;439990;Anden bygge- og anlægsvirksomhed, som kræver specialisering;;191;372;402;278;251;;1469;603;499;284;401;;816;608;527;403;376;;5;38;;;;;2081;674;761;587;298;;2904;1320;1289;991;677;;14,26;8,94;13,03;17,86;45,35;;134,36;192,43;166,62;163,37;212,42;;28,1;46,06;40,88;40,67;55,54;;38,97;13,32;23,72;32,26;63,03
364;Neutrale;10;29-03-2010;439100;Tagdækningsvirksomhed;;606;317;787;779;554;;632;1331;137;0;2;;731;1342;1362;904;679;;305;;;;;;1883;1786;1789;2070;2981;;2926;3143;3159;2978;3659;;13,36;18,01;19,53;11,52;9,89;;143,39;163,66;167,3;132,27;117,98;;24,98;42,7;43,11;30,36;18,56;;39,53;32,04;33,63;24,89;30,19
367;Neutrale;10;27-03-2006;251100;Fremstilling af metalkonstruktioner og dele heraf;;761;634;373;-259;-547;;912;714;106;;0;;886;959;498;-134;-422;;331;144;224;0;0;;1378;1406;1479;1511;2583;;2930;2854;2258;1391;2161;;5,49;23,3;38,22;33,64;-29,66;;170,1;157,04;110,89;71,21;61,48;;30,24;33,6;22,05;-9,63;-19,53;;14,45;48,07;126,91;;
389;Neutrale;10;01-03-1996;432200;VVS- og blikkenslagerforretninger;;150;50;75;57;29;;171;0;0;0;0;;654;592;425;407;379;;;;;;;;2337;2404;1893;1501;1513;;2991;2996;2318;1908;1891;;11,43;8,18;2,11;2,99;4,44;;127,98;124,63;122,45;127,12;124,98;;21,87;19,76;18,33;21,33;20,04;;38,84;28,21;4,24;6,88;11,61
437;Gode;10;11-06-1986;162300;Fremstilling af bygningstømmer og snedkeriartikler i øvrigt;;578;152;129;-159;169;;;;;;;;779;353;330;42;370;;257;;;;;;1983;2718;1597;1716;1693;;3169;3096;1952;1783;2088;;14,11;2,45;12,6;-18,51;12,21;;143,47;107,47;114,4;97,73;118,37;;24,58;11,4;16,91;2,36;17,72;;54,69;6,52;87,58;;57,57
446;Gode;10;14-03-1980;433410;Malerforretninger;1138;359;465;310;1071;558;1439;1705;670;1178;2327;1352;2238;1459;1265;810;1821;1658;409;354;157;45;192;225;1403;1360;1373;1296;1576;1679;4050;3226;2850;2182;3623;3596;43,36;31,8;35,05;16,22;28,13;31,81;282,82;225,81;195,48;150,69;210,66;190,11;55,26;45,23;44,39;37,12;50,26;46,11;61,62;54,42;59,68;29,51;41,9;51,93
472;Gode;10;14-01-2005;439910;Murere;;514;376;88;145;93;;0;531;57;1199;;;639;701;213;370;218;;460;539;0;78;875;;2188;1329;957;1838;1972;;3307;2614;1224;2341;3097;;7,2;25,4;6,45;14,48;6,55;;134,23;173,89;98,33;106,86;63,84;;19,32;26,82;17,4;15,81;7,04;;21,75;69,47;20,19;40,81;33,03
475;Gode;10;24-06-2005;222100;Fremstilling af plader, ark, rør og slanger samt profiler af plast;;539;527;213;341;312;;0;1;2;1;1;;1089;652;338;466;437;;345;441;549;703;318;;1880;1889;1672;1407;1187;;3314;2983;2560;2576;1941;;18,98;13,17;-3,28;9,59;12,52;;112,66;100,9;74,94;75,2;78,35;;32,86;21,86;13,2;18,09;22,51;;40,13;48,16;;6,22;14,87
487;Gode;10;14-04-2004;439910;Murere;;442;399;495;491;273;;536;150;310;530;30;;1067;524;790;916;605;;;;;;;;2273;992;894;997;906;;3365;1541;1734;1940;1553;;22,23;-5,13;13,78;35,05;8,18;;127,5;122,18;133,11;151,86;102,54;;31,71;34;45,56;47,22;38,96;;50,89;;21,9;56,66;11,74
502;Gode;10;06-06-2002;432100;El-installation;;1012;973;960;884;863;;905;677;189;97;526;;1637;1298;1085;1309;1288;;225;82;;;;;1528;1186;1149;1191;1097;;3414;2597;2257;2514;2390;;19,45;9,28;2,97;14,52;13,39;;206,61;199,33;175,28;190,85;198,45;;47,95;49,98;48,07;52,07;53,89;;32,93;16,41;7;24,45;21,27
504;Gode;10;06-12-2007;433200;Tømrer- og bygningssnedkervirksomhed;;275;934;700;417;280;;314;742;683;163;105;;1953;1259;1025;742;506;;68;;;;;;1395;1467;1360;1104;792;;3419;2727;2403;1870;1326;;25,12;20,76;25,93;21,82;19,08;;208,24;143,69;118,31;99,18;79,04;;57,12;46,17;42,66;39,68;38,16;;35,54;34,39;47,12;45,42;41,3
513;Gode;10;08-12-1995;433300;Udførelse af gulvbelægninger og vægbeklædning;;688;922;996;845;1294;;310;191;61;13;20;;2023;2013;1790;2140;1904;;;;;;;;1405;622;633;580;430;;3441;2664;2461;2768;2386;;32,4;37,95;37,59;28,58;57,38;;202,49;311,41;263,82;304,83;310,23;;58,79;75,56;72,73;77,31;79,8;;44,54;40,64;41,62;30,19;57,35
530;Neutrale;10;01-12-2005;432100;El-installation;;270;261;212;129;111;;1013;437;506;690;800;;1170;1061;1112;879;971;;290;;;;;;2040;1695;1079;912;1064;;3510;2769;2190;1790;2036;;15,5;16,68;28,58;19,66;23,77;;164,46;155,81;202,87;195,72;190,32;;33,33;38,32;50,78;49,11;47,69;;35,04;32,89;43,44;30,38;37,69
536;Neutrale;10;26-06-1997;432200;VVS- og blikkenslagerforretninger;;500;657;413;347;330;;1050;1;136;337;660;;1436;1157;913;847;830;;87;199;140;163;;;2011;1409;1745;762;931;;3534;2765;2798;1772;1762;;10,41;11,83;4,15;1,41;5,22;;142,37;134,71;104,99;160,24;151,77;;40,63;41,84;32,63;47,8;47,11;;19,5;21;7,23;2,01;6,87
540;Neutrale;10;03-04-2009;433410;Malerforretninger;;490;443;443;628;448;;1581;1355;1924;1414;1201;;1490;1512;1943;1428;1248;;349;;;;;;1684;1245;1836;1336;1276;;3540;2757;3780;2771;2539;;19,89;25,97;27,67;22,27;24,03;;208,25;214,46;196,08;184,43;168,65;;42,09;54,84;51,4;51,53;49,15;;36,71;37,63;41,89;33,68;38,14
543;Neutrale;10;07-06-2006;432200;VVS- og blikkenslagerforretninger;;341;277;277;134;170;;966;245;641;573;407;;966;457;522;379;295;;294;116;;;;;2169;1955;1543;1182;586;;3544;2542;2087;1566;890;;22,43;3,42;17,54;7,85;10,9;;148,73;121,99;125,28;120,9;129,69;;27,26;17,98;25,01;24,2;33,15;;58,39;12,47;50,38;22,16;24,75
563;Neutrale;10;26-10-2009;432200;VVS- og blikkenslagerforretninger;;1297;862;375;375;-19;;959;6;1733;954;0;;1422;987;1588;1235;106;;;;13;26;;;2183;2510;3948;1708;2105;;3604;3505;5549;2969;2211;;15,93;19,12;26,29;50,35;-20,31;;163,17;138,49;139,29;167,86;98,91;;39,46;28,16;28,62;41,6;4,79;;30,59;49,34;68,51;91,42;
565;Neutrale;10;16-12-2003;433410;Malerforretninger;;360;316;303;280;311;;926;440;525;304;182;;860;966;1103;880;961;;1224;1365;1241;978;998;;1487;1475;1690;1668;1233;;3612;4010;4194;3587;3227;;4,01;7,41;12,4;4,68;11,84;;99,19;116,27;137,93;97,6;104,95;;23,81;24,09;26,3;24,53;29,78;;4,88;16,87;29,37;7,73;25,39
568;Neutrale;10;01-11-1986;432900;Anden bygningsinstallationsvirksomhed;;1584;1330;1029;524;439;;707;0;599;244;1015;;1766;1510;1208;702;616;;;;;;;;1854;1134;1975;1397;1389;;3619;2644;3182;2099;2003;;11,63;17,17;23,54;9;2,4;;188,46;223,1;153,37;148,53;140,6;;48,8;57,11;37,96;33,44;30,75;;17,55;23,64;46,27;19,52;3,73
571;Neutrale;10;22-05-2006;433200;Tømrer- og bygningssnedkervirksomhed;;367;323;421;365;558;;2214;1704;1752;1556;2263;;1617;2023;1721;1765;1858;;58;55;;;;;1940;1316;1299;1521;1110;;3634;3420;3024;3287;2968;;28,26;41,55;36,38;27,84;29,04;;150,62;189,82;176,91;183,37;241,44;;44,5;59,15;56,91;53,7;62,6;;49,1;54,42;49,74;40,06;35,68
575;Neutrale;10;21-06-2002;439990;Anden bygge- og anlægsvirksomhed, som kræver specialisering;;1219;381;89;-291;158;;871;611;834;383;0;;1719;881;589;609;658;;;;;;;;1919;1133;936;1014;1132;;3646;2014;1525;1624;1791;;31,02;21;35,61;40,09;4,3;;135,02;144,22;146,58;135,31;128;;47,15;43,74;38,62;37,5;36,74;;48,69;33,14;64,52;;
576;Neutrale;10;29-06-1984;432200;VVS- og blikkenslagerforretninger;;260;455;236;178;25;;1009;1490;117;700;361;;1360;1455;736;878;675;;559;553;347;269;208;;1704;2404;1832;2394;2067;;3649;4440;2939;3568;2950;;14,88;21,73;4,08;14,74;23,66;;167,43;153,45;123,09;113,28;119,88;;37,27;32,77;25,04;24,61;22,88;;29,78;49,42;7,88;40,21;73,33
578;Neutrale;10;30-04-2002;439910;Murere;;776;689;720;595;844;;;;;;;;901;814;845;720;969;;125;75;;;;;2624;4008;3291;3537;2860;;3650;4897;4137;4257;3828;;4,66;1,9;5,99;-4,51;5,9;;116,96;106,46;105,04;99,58;107,9;;24,68;16,62;20,43;16,91;25,31;;9,66;;14,79;;26,21
579;Neutrale;10;30-06-1992;432200;VVS- og blikkenslagerforretninger;;106;132;62;-7;103;;29;5;4;4;1;;381;532;362;193;453;;416;287;79;270;349;;2822;3002;3260;3019;3968;;3651;3859;3796;3526;4884;;4,05;11,66;9,04;-1,96;13,35;;116,65;118,82;109,72;103,25;108,37;;10,44;13,79;9,54;5,47;9,28;;12,86;50,75;46,69;;88,96
604;Neutrale;10;30-12-1976;310900;Fremstilling af andre møbler;;399;328;319;370;302;;2243;925;876;1203;875;;1424;453;552;1195;1027;;0;;;;;;2314;2010;1693;1589;1300;;3737;2462;2245;2784;2328;;33,56;0,41;3,43;35,42;34,15;;160,46;120,65;129,59;171,05;177,62;;38,11;18,4;24,59;42,92;44,12;;68,19;1,99;10,33;64,27;60,27
617;Neutrale;10;14-03-1990;433410;Malerforretninger;;1726;1701;1940;2066;2317;;1610;939;1628;1495;1243;;2126;1901;2640;2766;2817;;;;;;;;1660;1657;1436;1303;1323;;3786;3558;4076;4069;4140;;8,16;-7,25;12,24;6,76;5,6;;170,9;152,69;213,44;220,87;232,2;;56,15;53,43;64,77;67,98;68,04;;10,58;;14,17;9;5,86
632;Neutrale;10;23-04-2007;439910;Murere;;992;586;218;775;501;;314;0;325;869;670;;1227;819;343;900;626;;;;;;;;2215;1409;1234;971;549;;3836;2312;1577;1969;1206;;23,75;27,81;-44,13;22,19;49,67;;161,22;147,76;103,97;173,84;193,99;;31,99;35,42;21,75;45,71;51,91;;42,05;58,12;;36,11;73,8
639;Dårlige;10;29-06-2004;433410;Malerforretninger;;375;375;578;544;551;;2290;324;335;675;343;;1280;1265;703;669;676;;253;93;;;;;2327;1240;1785;1460;1015;;3860;2598;2488;2129;1690;;25,34;26,52;2,09;0,7;-16,39;;165,62;208,06;138,77;144,73;166,4;;33,16;48,69;28,26;31,42;40;;60,94;44,43;4,84;;
647;Dårlige;10;09-07-2001;432200;VVS- og blikkenslagerforretninger;;901;830;784;744;753;;1551;751;1036;768;537;;1827;1556;1710;1470;1079;;;;;;;;2016;1316;1060;1156;820;;3894;2929;2854;2626;1899;;29,07;28,47;37,88;28,94;17,11;;191,37;221,28;266,89;225,69;228,41;;46,92;53,12;59,92;55,98;56,82;;47,67;41,52;49,12;40,2;23,45
651;Dårlige;10;29-06-1983;432100;El-installation;;9;9;8;5;1;;821;729;1025;1469;1218;;479;525;633;529;776;;;;;;;;3394;2655;3303;3008;2858;;3900;3196;3948;3555;3656;;5,62;9,92;12,79;9,03;5,55;;110,02;119,25;117,47;114,59;122,6;;12,28;16,43;16,03;14,88;21,23;;35,49;41,33;51,82;43,1;28,61
660;Dårlige;10;14-01-2008;432100;El-installation;876;876;1378;1454;1451;1139;919;1195;1093;898;817;584;1581;1941;1903;1939;1576;1264;288;209;;;;;1752;1815;2053;1483;1527;1998;3627;3969;3964;3430;3107;3267;21,15;15,85;10,65;14,99;11,72;10,81;178,82;200,5;172,63;199,6;166,99;133,63;43,59;48,9;48,01;56,53;50,72;38,69;36,69;22,57;17,08;18,67;19,8;20,73
665;Neutrale;10;03-05-1982;181200;Anden trykning;;1314;1292;1290;1322;1314;;1706;1128;1037;828;554;;1814;1792;1990;2172;1814;;382;14;0;864;369;;1768;1688;1542;2092;2087;;3978;3507;3547;5211;4270;;1,01;0,37;14,89;10,71;1,66;;204,86;183,12;206,42;156,12;138,91;;45,6;51,1;56,1;41,68;42,48;;1,16;0,11;20,25;16,48;0,83
666;Neutrale;10;01-10-1976;432200;VVS- og blikkenslagerforretninger;;247;0;244;506;435;;754;695;718;767;1088;;497;1544;744;1006;1185;;832;0;318;;;;2647;2124;1154;1190;1449;;3980;3688;2234;2231;2648;;7,76;36,33;9,94;18,42;28,02;;57,65;141,85;152,51;126,05;148,59;;12,49;41,87;33,3;45,09;44,75;;49,7;68,01;22,58;32,01;47,43
714;Neutrale;10;19-12-1956;256100;Overfladebehandling af metal;;744;45;-337;-793;-121;;376;92;108;47;15;;1574;940;624;234;972;;;;;;;;2478;1927;2320;2858;2590;;4145;2995;3092;3092;3560;;19,25;13,56;16,24;-30,6;-8,99;;142,17;116,92;96,85;72,6;91,54;;37,97;31,39;20,18;7,57;27,3;;39,07;33,72;62,5;;3,5
724;Neutrale;10;02-01-1997;412000;Opførelse af bygninger;;685;616;504;498;984;;510;1056;54;661;17;;1185;1226;1004;998;1587;;581;600;;;;;2400;1530;2160;2176;2240;;4166;3356;3164;3174;3827;;0,89;6,47;-1,07;-19,06;14,5;;149,33;205,42;145,74;144,81;167,95;;28,44;36,53;31,73;31,44;41,47;;5,82;18,11;0,7;;24,64
728;Neutrale;10;14-12-2007;433200;Tømrer- og bygningssnedkervirksomhed;;451;439;504;473;394;;544;1129;0;504;482;;1901;1739;1664;1573;1794;;256;91;158;222;284;;2013;1694;2208;1943;2149;;4174;3527;4030;3740;4228;;18,57;14,01;11,29;11,26;22,14;;161,95;146,99;139,72;136,44;142,44;;45,54;49,31;41,29;42,06;42,43;;29,62;19,26;17,49;17,8;37,74
729;Neutrale;10;10-10-2000;439910;Murere;41;1550;1440;1148;971;690;936;1348;2867;2919;1358;1553;1691;1600;1490;1198;1021;1190;;;;;;;2072;2577;1788;2286;2730;1521;3764;4177;3279;3484;3751;2711;3,53;3,76;11,92;7,18;9,92;33,23;180,36;162,09;183,39;152,41;137,4;178,24;44,93;38,31;45,44;34,39;27,22;43,9;5,38;6,88;19,6;14,77;27,52;69,92
733;Neutrale;10;31-08-2007;432100;El-installation;;336;130;234;-35;145;;606;1;1;1;1;;1406;691;504;235;600;;331;359;346;391;105;;2454;2735;2540;3100;3045;;4191;3785;3390;3726;3767;;31,88;18,23;12,65;-4,64;8,47;;161,45;124,94;113,78;101,06;101,51;;33,55;18,26;14,87;6,31;15,93;;71,55;70,48;53,37;;32,83
734;Neutrale;10;01-01-1990;432200;VVS- og blikkenslagerforretninger;;936;1093;1102;947;700;;946;664;361;443;1827;;1936;1793;1702;1447;1200;;27;27;;;;;2228;1349;1527;2243;2267;;4191;3173;3235;3697;3472;;10,47;3,5;10,73;8,76;7,69;;182,09;221,13;199,74;156,04;150,68;;46,19;56,51;52,61;39,14;34,56;;17,67;5,19;14,98;17,07;15,08
766;Gode;10;12-12-2005;162300;Fremstilling af bygningstømmer og snedkeriartikler i øvrigt;;2013;2012;1851;1753;1290;;793;326;465;1097;1609;;2638;2437;1976;1878;1415;;;;;;;;1664;1481;1910;1744;2071;;4300;3919;3887;3622;3485;;14,02;15,57;4,63;17,59;18,77;;148,02;118,23;146,91;172,82;146,35;;61,35;62,18;50,84;51,85;40,6;;18,92;18,88;4,96;24,6;32,86
768;Gode;10;24-06-1993;432200;VVS- og blikkenslagerforretninger;;451;403;603;601;598;;1069;254;1322;214;1911;;851;885;1043;1201;1898;;;;;;;;3435;2833;2407;2912;2960;;4307;3726;3450;4116;4859;;2,95;4,75;10,99;13,63;29,59;;112,31;124,64;131,03;127,75;153,21;;19,76;23,75;30,23;29,18;39,06;;5,64;9,27;23,2;33,56;57,48
772;Gode;10;31-05-2000;433200;Tømrer- og bygningssnedkervirksomhed;;365;426;424;421;735;;1062;1063;272;2383;154;;1565;976;974;1221;1235;;263;;;;;;2318;2472;2301;3472;2740;;4314;3531;3388;4810;4092;;22,35;11,89;12,9;7,23;7,18;;147,28;109,39;107,34;106,77;102,81;;36,28;27,64;28,75;25,38;30,18;;45,05;36,07;36,24;23,42;19,92
776;Gode;10;01-04-2003;256100;Overfladebehandling af metal;;741;279;762;639;613;;2705;1469;1190;766;784;;1966;2104;2087;1764;2238;;394;143;;;;;1953;1163;991;894;1464;;4332;3430;3087;2658;3704;;31,69;27,11;34,5;23,55;41,95;;216,79;275,32;252,57;228,64;210,93;;45,38;61,34;67,61;66,37;60,42;;54,02;34,08;39,48;29,82;52,99
780;Gode;10;18-06-2008;432100;El-installation;;52;96;116;2;3;;3;0;583;369;638;;1691;1135;1255;1107;1728;;89;32;;;;;2546;2202;2149;1987;1365;;4337;3385;3416;3110;3109;;43,67;35,63;40,28;42,7;39,21;;160,68;145,41;147,37;140,46;202,2;;38,99;33,53;36,74;35,59;55,58;;86,1;77,44;83,9;88,44;54,63
